,status_id,screen_name_x,account.type,class_type
2482,1226385274017468416,bot#10,bot,others
2483,1413533342880894979,bot#1,bot,gpt3
2484,1629710955645923328,bot#8,bot,gpt3
2485,1111685463100682240,human#4,human,human
2486,1217171813999841280,bot#12,bot,rnn
2487,1204552775603867648,human#3,human,human
2488,1229007552098242561,bot#4,bot,gpt2
2489,1207465572675440640,bot#2,bot,gpt2
2490,60130566447706112,human#14,human,human
2491,1174440244554256384,bot#12,bot,rnn
2492,1081985126555418624,human#15,human,human
2493,1421124478491365378,bot#24,bot,gpt3
2494,946017973881282560,bot#11,bot,others
2495,1171476680679903232,human#9,human,human
2496,1205911277970894848,bot#17,bot,gpt2
2497,1604740680114270208,human#1,human,human
2498,1014902692957679617,human#11,human,human
2499,928295091306770432,bot#11,bot,others
2500,931220465888124928,bot#11,bot,others
2501,1354269956817383426,bot#24,bot,gpt3
2502,887390330164834304,human#8,human,human
2503,1226288771940917248,human#9,human,human
2504,1414970431061250049,bot#1,bot,gpt3
2505,1655162743509467137,human#5,human,human
2506,1219590466783600646,bot#14,bot,gpt2
2507,1217204746030919680,bot#14,bot,gpt2
2508,1599523577035825152,human#1,human,human
2509,1092180931228717056,human#11,human,human
2510,1524651919825793025,human#17,human,human
2511,1610727522919915526,human#1,human,human
2512,1142997046665682944,human#11,human,human
2513,1485460261205000192,human#17,human,human
2514,1227976945146613763,human#7,human,human
2515,1215073853891928065,human#6,human,human
2516,1146238082716336128,bot#22,bot,gpt2
2517,1133309224748847105,bot#12,bot,rnn
2518,1220451139658887168,bot#9,bot,gpt2
2519,1375450638683926531,bot#24,bot,gpt3
2520,1222976037165961216,human#12,human,human
2521,1226986484114214918,bot#12,bot,rnn
2522,1180296549089320960,bot#14,bot,gpt2
2523,1034674024226275328,human#10,human,human
2524,1068540929168957440,human#10,human,human
2525,1206074885077897216,human#12,human,human
2526,1218952496388956162,human#12,human,human
2527,1208417619046477825,human#15,human,human
2528,1611035652950294528,bot#8,bot,gpt3
2529,1044417277016174592,human#10,human,human
2530,833322498762670080,bot#6,bot,rnn
2531,1181567569347649538,bot#15,bot,gpt2
2532,1203706250262794241,human#4,human,human
2533,1226231429392207872,human#6,human,human
2534,1008450791991070721,human#4,human,human
2535,1100725015878627329,human#4,human,human
2536,1135453353771556866,bot#12,bot,rnn
2537,1519093318465974272,human#17,human,human
2538,1602751973933056000,human#1,human,human
2539,949219061275156480,bot#11,bot,others
2540,1063090340704399360,human#10,human,human
2541,1087838707539861504,human#4,human,human
2542,1199420115311304709,bot#17,bot,gpt2
2543,1205791863392751618,human#4,human,human
2544,1190603461617954816,bot#4,bot,gpt2
2545,1361869695087902725,bot#24,bot,gpt3
2546,1441410455910637569,bot#24,bot,gpt3
2547,1536158097957261312,human#17,human,human
2548,1226203976913182720,human#10,human,human
2549,1153806699527987203,human#4,human,human
2550,1257338627622940673,human#9,human,human
2551,1164957762536669184,bot#12,bot,rnn
2552,1413293406541975552,bot#24,bot,gpt3
2553,1655248953447727111,human#5,human,human
2554,1226356395978694658,bot#19,bot,others
2555,1198816912517545987,bot#17,bot,gpt2
2556,1153729113896685569,bot#5,bot,rnn
2557,1225237675080220673,bot#2,bot,gpt2
2558,1208473204051922944,human#15,human,human
2559,1194974303747551239,bot#4,bot,gpt2
2560,1215098046771449859,human#7,human,human
2561,856316087893450752,human#4,human,human
2562,1220632365082349569,bot#10,bot,others
2563,1634975780538294273,human#17,human,human
2564,1131066599497056256,human#10,human,human
2565,1209506950049935361,human#2,human,human
2566,1197954042342719488,human#12,human,human
2567,1604607382285389825,human#1,human,human
2568,705476932742156288,bot#16,bot,rnn
2569,1214583579407273984,bot#4,bot,gpt2
2570,708410114433089536,bot#16,bot,rnn
2571,1217778528713871361,bot#14,bot,gpt2
2572,1153844536944164864,bot#12,bot,rnn
2573,1227650863054721024,bot#12,bot,rnn
2574,1208393878795104263,human#15,human,human
2575,1616525073761853440,bot#8,bot,gpt3
2576,1222515991374188544,bot#4,bot,gpt2
2577,1174138253781413889,bot#12,bot,rnn
2578,1196578866657021953,bot#10,bot,others
2579,1225808693972758530,human#10,human,human
2580,1653949097970393089,human#5,human,human
2581,1217733242276798464,bot#9,bot,gpt2
2582,1219151847224594432,human#7,human,human
2583,1194717780685312000,human#9,human,human
2584,1190424532445741057,bot#4,bot,gpt2
2585,1227155345304244224,bot#10,bot,others
2586,727617942112878592,bot#16,bot,rnn
2587,1138322257833414656,bot#12,bot,rnn
2588,1220431930912657408,human#7,human,human
2589,1568774941595824129,human#16,human,human
2590,1193254214006296576,bot#12,bot,rnn
2591,1258159758563069953,human#9,human,human
2592,1215136790593409024,human#7,human,human
2593,1370459627205226496,bot#24,bot,gpt3
2594,1275495834201833472,human#7,human,human
2595,1600384167451119616,human#1,human,human
2596,1397307475402100737,bot#24,bot,gpt3
2597,1215262141634306048,human#12,human,human
2598,1197520539964731393,bot#4,bot,gpt2
2599,1194502654271066113,bot#4,bot,gpt2
2600,1593111863025627136,human#17,human,human
2601,1279487627977252864,human#12,human,human
2602,1617071665367887872,human#1,human,human
2603,1101547528191799296,human#10,human,human
2604,1198750429477101568,bot#12,bot,rnn
2605,1198816500318195712,bot#17,bot,gpt2
2606,1220312508042379264,bot#12,bot,rnn
2607,1392885121393496074,bot#1,bot,gpt3
2608,1654681468554059776,human#5,human,human
2609,1228141501072334849,human#6,human,human
2610,1440367588337340425,bot#1,bot,gpt3
2611,1226594751132114945,human#12,human,human
2612,1189902126215913474,bot#12,bot,rnn
2613,1200469471099408384,bot#4,bot,gpt2
2614,1655609777681051648,human#5,human,human
2615,1190482162237112321,bot#4,bot,gpt2
2616,1222927421474660352,human#7,human,human
2617,1207552140958298112,human#7,human,human
2618,958121294221934592,human#4,human,human
2619,1064550441537626112,human#10,human,human
2620,1031721378481725442,human#4,human,human
2621,1149001952833036294,human#9,human,human
2622,1201134633385111553,bot#17,bot,gpt2
2623,1206449486962266112,bot#4,bot,gpt2
2624,1198720603785760768,bot#17,bot,gpt2
2625,1214289067124215808,human#7,human,human
2626,1172108849408552960,bot#14,bot,gpt2
2627,1207718901326307328,human#7,human,human
2628,1655791509516558336,human#5,human,human
2629,1217856790932516864,human#7,human,human
2630,1376568952919318535,bot#1,bot,gpt3
2631,1120928782963970048,human#10,human,human
2632,945715967417393152,bot#11,bot,others
2633,1211324809193242629,human#7,human,human
2634,1083477079365173256,human#11,human,human
2635,1011089539601969152,human#4,human,human
2636,1241177662758047746,human#9,human,human
2637,1617326735279652865,human#1,human,human
2638,1169535674174722048,bot#10,bot,others
2639,1213192836289576960,bot#4,bot,gpt2
2640,1199930961485369344,bot#10,bot,others
2641,935418131446513664,bot#11,bot,others
2642,1138473983622336513,human#4,human,human
2643,1228417188039512065,human#6,human,human
2644,1213789527120068609,bot#12,bot,rnn
2645,1216381908717854720,human#12,human,human
2646,1214704559165181952,bot#4,bot,gpt2
2647,1211723822031720455,human#7,human,human
2648,1004441988417163265,human#4,human,human
2649,1137990067341762561,bot#12,bot,rnn
2650,1145714765211283462,human#2,human,human
2651,1425245568306135042,bot#24,bot,gpt3
2652,1182016949015826432,bot#11,bot,others
2653,1230398971358482432,bot#12,bot,rnn
2654,1099243578520260608,human#4,human,human
2655,1174409159053168640,human#10,human,human
2656,1175936892031897603,human#2,human,human
2657,1224854507122614273,human#7,human,human
2658,1389265941209419776,bot#24,bot,gpt3
2659,1198359027475976193,bot#17,bot,gpt2
2660,1180162916156264448,bot#2,bot,gpt2
2661,1218946640020533248,human#10,human,human
2662,1199895331766505473,bot#17,bot,gpt2
2663,972104111599562754,human#4,human,human
2664,1204276844809244672,bot#12,bot,rnn
2665,705903055724793856,bot#16,bot,rnn
2666,1205856376930623489,human#12,human,human
2667,1194041674739208192,human#12,human,human
2668,1380300289266307073,bot#24,bot,gpt3
2669,1478214359188860928,human#17,human,human
2670,1194776207398768641,bot#4,bot,gpt2
2671,788930046404747265,bot#16,bot,rnn
2672,1177037357960155136,bot#12,bot,rnn
2673,1169580964772605952,bot#10,bot,others
2674,1222235349117755395,human#12,human,human
2675,1632792401470435328,bot#23,bot,chatgpt
2676,877167248665964544,bot#20,bot,rnn
2677,1177591221184880640,bot#4,bot,gpt2
2678,1190573262549372929,bot#4,bot,gpt2
2679,1228831280260878338,bot#4,bot,gpt2
2680,1188367477991886848,bot#4,bot,gpt2
2681,1654618246304374785,bot#23,bot,chatgpt
2682,1273704204067102727,human#7,human,human
2683,1218628490519556102,bot#13,bot,gpt2
2684,1223340455645138944,human#7,human,human
2685,1199203415680671744,bot#12,bot,rnn
2686,1207198530487476224,human#10,human,human
2687,1655335615502712832,human#5,human,human
2688,1202558267999703040,bot#10,bot,others
2689,1105881823014318080,human#10,human,human
2690,1208149325626236928,bot#4,bot,gpt2
2691,1222700960557891584,bot#2,bot,gpt2
2692,1589343941706776576,human#17,human,human
2693,1207178718310879232,bot#10,bot,others
2694,906634585823498240,human#4,human,human
2695,1052656571325472769,human#4,human,human
2696,1223872230938963969,human#7,human,human
2697,1223745234028224512,human#10,human,human
2698,1195295412510326784,bot#10,bot,others
2699,1207982039934345216,human#12,human,human
2700,1198289607273648131,human#12,human,human
2701,1225682029506789376,human#7,human,human
2702,1139995885197115392,human#4,human,human
2703,1216958188706123776,human#10,human,human
2704,1177008380193304577,bot#2,bot,gpt2
2705,918531318769647618,human#4,human,human
2706,877723377758121984,human#8,human,human
2707,1519450570473443328,human#17,human,human
2708,1183261584023404544,bot#4,bot,gpt2
2709,1205263916596633608,bot#17,bot,gpt2
2710,940974740839084032,bot#11,bot,others
2711,987534192467697664,human#4,human,human
2712,1599521229613854721,human#1,human,human
2713,971153446756868098,human#4,human,human
2714,1150885035429396480,bot#12,bot,rnn
2715,1151609811399659521,bot#12,bot,rnn
2716,1225459657621131265,human#10,human,human
2717,1174732035098849280,human#2,human,human
2718,930103096566431746,bot#11,bot,others
2719,948766083552493569,bot#11,bot,others
2720,991034043545288705,human#4,human,human
2721,1199166954046664704,bot#17,bot,gpt2
2722,1159862904335691776,bot#2,bot,gpt2
2723,825702676646264834,human#4,human,human
2724,1657688915564982273,bot#23,bot,chatgpt
2725,1564036476827885568,human#17,human,human
2726,1203900269827952640,human#12,human,human
2727,1209715889043410945,human#7,human,human
2728,1208130977500991489,human#12,human,human
2729,1222910906130038785,human#10,human,human
2730,1200172547481817088,bot#10,bot,others
2731,1230477989974024192,bot#4,bot,gpt2
2732,809206379756060673,human#4,human,human
2733,1199365552893919232,human#10,human,human
2734,1220269943964471296,bot#9,bot,gpt2
2735,1184828696537944065,bot#12,bot,rnn
2736,1199113536754114562,bot#4,bot,gpt2
2737,1089191853344215040,human#15,human,human
2738,1213314151306735618,human#6,human,human
2739,1182475942012211200,bot#10,bot,others
2740,1189177350102978562,bot#12,bot,rnn
2741,1188935758322647040,bot#12,bot,rnn
2742,1631891215867318274,bot#23,bot,chatgpt
2743,1222575568165711873,bot#19,bot,others
2744,1198943159054671872,bot#17,bot,gpt2
2745,750386331335925760,human#4,human,human
2746,1212798692412907520,human#7,human,human
2747,1022856745008300032,human#10,human,human
2748,1224095109802754050,bot#4,bot,gpt2
2749,1655712512510251009,human#5,human,human
2750,1363248452524597251,bot#24,bot,gpt3
2751,1190102754120761346,human#10,human,human
2752,1270102255107223555,human#9,human,human
2753,1079914539796226050,bot#7,bot,rnn
2754,1199384019198197765,human#9,human,human
2755,1225630272453926914,bot#13,bot,gpt2
2756,1407732391372800002,bot#24,bot,gpt3
2757,1576268839146295296,human#17,human,human
2758,1193860959221108736,bot#10,bot,others
2759,1210348373032628224,human#7,human,human
2760,1197409331567722501,bot#10,bot,others
2761,1175545263919792129,bot#10,bot,others
2762,931341265467162624,bot#11,bot,others
2763,875695600582352897,bot#20,bot,rnn
2764,1193347574553399299,bot#10,bot,others
2765,1122497987568001025,bot#12,bot,rnn
2766,1141410806195789824,human#2,human,human
2767,551966012468240385,human#8,human,human
2768,1205140066781159425,human#10,human,human
2769,1202774660619722752,bot#4,bot,gpt2
2770,1119752987633573889,human#10,human,human
2771,1206012960285642753,human#12,human,human
2772,1159461546835099649,bot#12,bot,rnn
2773,1610633539518603268,human#1,human,human
2774,1198858142316142593,bot#17,bot,gpt2
2775,1207289048240312322,human#12,human,human
2776,1013477156230389761,human#10,human,human
2777,1195709607252918272,bot#2,bot,gpt2
2778,951393403564015617,bot#11,bot,others
2779,1185758242879746048,human#2,human,human
2780,1548800198192742401,human#17,human,human
2781,1655628690938638347,human#5,human,human
2782,1202354391350689792,bot#4,bot,gpt2
2783,1372955838617329669,bot#24,bot,gpt3
2784,880088010322300929,bot#20,bot,rnn
2785,1183095012583596033,bot#10,bot,others
2786,1217985357553315841,human#12,human,human
2787,1120689349006249984,human#10,human,human
2788,1197542470449393669,bot#12,bot,rnn
2789,1153694067747721218,human#10,human,human
2790,1631174155138904064,bot#23,bot,chatgpt
2791,1214160149943922688,bot#4,bot,gpt2
2792,942182705390804992,bot#11,bot,others
2793,1174258510789599232,bot#14,bot,gpt2
2794,1602668931822780416,human#1,human,human
2795,1209446147233845250,human#12,human,human
2796,833149974988865536,human#4,human,human
2797,1220179344506515456,bot#2,bot,gpt2
2798,1263513536594141185,bot#1,bot,gpt3
2799,921450973465403394,human#8,human,human
2800,1169062083834417152,human#10,human,human
2801,930314496098254848,bot#11,bot,others
2802,718267329973510144,bot#16,bot,rnn
2803,755520847348174849,human#4,human,human
2804,1246212705104662537,bot#1,bot,gpt3
2805,1008603135047131136,human#10,human,human
2806,878075547993071616,human#8,human,human
2807,1219980320197337088,bot#12,bot,rnn
2808,1468996456476463106,bot#1,bot,gpt3
2809,1633856820954685440,bot#23,bot,chatgpt
2810,1230036582624714752,bot#12,bot,rnn
2811,1170124551717441537,bot#10,bot,others
2812,1385255077221371908,bot#1,bot,gpt3
2813,1212180752936374275,human#12,human,human
2814,1158585776482865152,bot#12,bot,rnn
2815,1604668060505296896,human#1,human,human
2816,1377668058005835780,bot#1,bot,gpt3
2817,1221551918822121475,bot#3,bot,gpt2
2818,1172721667937722368,bot#10,bot,others
2819,1637399617997250566,bot#8,bot,gpt3
2820,1068167816283475968,human#10,human,human
2821,1225325539482669057,bot#12,bot,rnn
2822,1654276122056564736,human#5,human,human
2823,1197275928403075073,bot#4,bot,gpt2
2824,1486020381723041800,bot#1,bot,gpt3
2825,1148505528001159168,human#4,human,human
2826,1215694828844924934,bot#10,bot,others
2827,1227407106652897280,human#12,human,human
2828,1176040789849149441,bot#12,bot,rnn
2829,1623789190251966468,bot#8,bot,gpt3
2830,1227706206380314625,human#12,human,human
2831,1591931254483869697,human#17,human,human
2832,1503440292531171332,bot#1,bot,gpt3
2833,1080874603608629248,human#10,human,human
2834,1218047585362960385,bot#12,bot,rnn
2835,1228781432807378944,human#7,human,human
2836,1205364008858947584,bot#12,bot,rnn
2837,1108249762896044033,human#10,human,human
2838,1273045192208257026,human#9,human,human
2839,1174402062785757184,human#11,human,human
2840,1152032597259608064,bot#12,bot,rnn
2841,1212383378206380033,human#7,human,human
2842,877641920356515840,bot#20,bot,rnn
2843,1408478949294981126,bot#1,bot,gpt3
2844,1654375430973972480,human#5,human,human
2845,1250431904819507202,bot#1,bot,gpt3
2846,1081121571643650048,human#4,human,human
2847,1276217888479809538,human#9,human,human
2848,1193694328054415361,bot#4,bot,gpt2
2849,1134292256746172416,human#10,human,human
2850,1207711561801850880,human#7,human,human
2851,1057278898096898048,human#10,human,human
2852,1230579076118675456,human#7,human,human
2853,1211554346414067712,human#5,human,human
2854,1222182648757440512,human#10,human,human
2855,1191294043386339330,bot#10,bot,others
2856,1186455630472572933,bot#4,bot,gpt2
2857,1560319786617274370,bot#1,bot,gpt3
2858,1153520658061467648,human#10,human,human
2859,1120384058645594112,bot#12,bot,rnn
2860,838195261067386880,human#4,human,human
2861,904020515899277313,human#4,human,human
2862,1185265790599217152,bot#4,bot,gpt2
2863,1168322438775627778,human#9,human,human
2864,1223150722360823808,human#10,human,human
2865,1547062493859614723,human#17,human,human
2866,1217836310657892353,human#12,human,human
2867,1217880533968900096,human#7,human,human
2868,1274081384211103745,human#9,human,human
2869,1080003129943314432,human#4,human,human
2870,119864038795644928,human#14,human,human
2871,1266822370527936512,human#9,human,human
2872,1604740200923484160,human#1,human,human
2873,1545122339456749568,bot#1,bot,gpt3
2874,1492594442074836995,human#17,human,human
2875,1075051499565277186,human#10,human,human
2876,1188983128662016000,human#3,human,human
2877,1598771563918082049,human#1,human,human
2878,1203454641096269824,bot#4,bot,gpt2
2879,1506820123679916032,human#16,human,human
2880,1198336894628769793,bot#17,bot,gpt2
2881,1654183141605625860,human#5,human,human
2882,1002639784286683136,human#8,human,human
2883,912571797756956672,human#4,human,human
2884,1224059922196897794,bot#13,bot,gpt2
2885,1191804662510309376,bot#12,bot,rnn
2886,1280876038008930304,human#10,human,human
2887,1184658614817935360,human#15,human,human
2888,940983362860277761,human#4,human,human
2889,1220539917660381185,human#12,human,human
2890,1226853323665551360,bot#9,bot,gpt2
2891,1181726217210171392,bot#4,bot,gpt2
2892,1371873331519971335,bot#24,bot,gpt3
2893,1148764291580850176,human#8,human,human
2894,1209376914684563457,bot#4,bot,gpt2
2895,1220382079805845504,human#7,human,human
2896,1181524606563176448,human#3,human,human
2897,1275857151110664192,bot#1,bot,gpt3
2898,1229088080675520512,bot#10,bot,others
2899,1230085224161316865,bot#4,bot,gpt2
2900,1498066701501358081,human#17,human,human
2901,1215651567782780930,human#12,human,human
2902,1225293216884244480,human#10,human,human
2903,1176783434334621701,bot#10,bot,others
2904,1160458113528389632,bot#12,bot,rnn
2905,855177725237018624,human#8,human,human
2906,928351552661635072,bot#11,bot,others
2907,941367330084237312,bot#11,bot,others
2908,951669072386719744,human#4,human,human
2909,1076562271713714176,bot#7,bot,rnn
2910,1576439376229199872,human#17,human,human
2911,1490814057032519681,human#17,human,human
2912,1178670868836147203,bot#10,bot,others
2913,823169895668060160,human#8,human,human
2914,1213827612398751744,bot#4,bot,gpt2
2915,1186999258928553985,human#2,human,human
2916,1090660756373221376,human#10,human,human
2917,1207705275685191680,human#7,human,human
2918,1042882854424797184,human#4,human,human
2919,947890311811891201,bot#11,bot,others
2920,1203761720419856387,human#12,human,human
2921,863246823997272064,human#4,human,human
2922,1219093445513375744,human#7,human,human
2923,1611376284827017216,human#1,human,human
2924,1206571968679403520,bot#12,bot,rnn
2925,942061908110188544,bot#11,bot,others
2926,1193888392510992386,bot#12,bot,rnn
2927,1015833671897681920,human#4,human,human
2928,1219708528325091329,bot#12,bot,rnn
2929,1240788070347268096,human#9,human,human
2930,1203030941108711424,human#12,human,human
2931,1197214775383613440,bot#4,bot,gpt2
2932,543511264702373888,human#8,human,human
2933,1042067758383427584,human#10,human,human
2934,1208160179662909440,bot#10,bot,others
2935,1203944656754499584,bot#12,bot,rnn
2936,943269859126796288,bot#11,bot,others
2937,1444001244738166784,bot#24,bot,gpt3
2938,1228354115832401928,human#7,human,human
2939,1180506617994891264,human#10,human,human
2940,724999717940137984,bot#16,bot,rnn
2941,1057654218306150400,human#10,human,human
2942,948313101304135680,bot#11,bot,others
2943,1079884264445865984,human#11,human,human
2944,1169004426377519104,bot#12,bot,rnn
2945,1195657798761119744,bot#10,bot,others
2946,1204234306576535552,bot#10,bot,others
2947,1218168379447496705,bot#12,bot,rnn
2948,1225728756456808448,human#12,human,human
2949,1228780488325681152,human#7,human,human
2950,1499145903290019843,human#17,human,human
2951,1215870405178810370,human#6,human,human
2952,1604999782052909063,human#1,human,human
2953,1175937617810075648,human#9,human,human
2954,1180724617435959296,bot#4,bot,gpt2
2955,1211617968792059904,bot#10,bot,others
2956,1199720708420579329,bot#17,bot,gpt2
2957,1168643615091908608,human#10,human,human
2958,1018435407082553344,human#4,human,human
2959,1252964030253318147,human#12,human,human
2960,1176433377039114240,bot#12,bot,rnn
2961,1086466377790107649,human#15,human,human
2962,1180540438265991168,bot#12,bot,rnn
2963,1594023360068874241,human#17,human,human
2964,944085242930913280,bot#11,bot,others
2965,1257684046538252289,bot#1,bot,gpt3
2966,1143828371559739393,bot#22,bot,gpt2
2967,1199517719802064896,bot#17,bot,gpt2
2968,1610799054325420032,human#1,human,human
2969,848736660154175488,human#8,human,human
2970,1008722547293032450,human#10,human,human
2971,1172249931307991041,human#9,human,human
2972,1576311498573373440,human#17,human,human
2973,1190816615920631809,bot#4,bot,gpt2
2974,1206879709826617344,bot#4,bot,gpt2
2975,1214967287314145280,bot#12,bot,rnn
2976,1137933798618746880,human#10,human,human
2977,1140111966721073153,human#4,human,human
2978,1047593032646705152,human#4,human,human
2979,1182108486555058176,bot#14,bot,gpt2
2980,959646059126550528,human#4,human,human
2981,1653287070939357186,human#5,human,human
2982,1214194843246829569,human#12,human,human
2983,1357231957822763008,bot#24,bot,gpt3
2984,1118662717731065856,bot#12,bot,rnn
2985,1220517726235566080,bot#4,bot,gpt2
2986,1120691062631100419,human#10,human,human
2987,1196835556996481025,bot#10,bot,others
2988,1218309612304248834,human#12,human,human
2989,934542356505751554,bot#11,bot,others
2990,1341075060942106626,bot#1,bot,gpt3
2991,1148779159818293250,bot#2,bot,gpt2
2992,1224241112984031234,bot#14,bot,gpt2
2993,1616993216930234368,human#1,human,human
2994,1200127217998557190,bot#2,bot,gpt2
2995,765026548982296577,human#8,human,human
2996,1191475240745889792,bot#10,bot,others
2997,1198087985541062662,bot#17,bot,gpt2
2998,1158830093130768385,human#9,human,human
2999,1201001069351964677,bot#17,bot,gpt2
3000,1172495167938392064,bot#10,bot,others
3001,1181793350707367937,human#10,human,human
3002,1194458296146702336,human#12,human,human
3003,177960576524361730,human#14,human,human
3004,1397307498554699779,bot#24,bot,gpt3
3005,934089371610791937,bot#11,bot,others
3006,1634420996647137282,bot#8,bot,gpt3
3007,1183952927402020864,bot#12,bot,rnn
3008,1147593346111528960,bot#12,bot,rnn
3009,1078854890779140096,human#10,human,human
3010,1221436736594681856,human#12,human,human
3011,1103632723535630337,bot#11,bot,others
3012,1225841687764729856,bot#10,bot,others
3013,1221688365885509632,human#7,human,human
3014,1181989991137701888,bot#12,bot,rnn
3015,1187788197008293889,bot#12,bot,rnn
3016,877170169772212224,bot#20,bot,rnn
3017,1604553892456448009,human#1,human,human
3018,1143365488610693122,bot#12,bot,rnn
3019,1201440906752098305,bot#10,bot,others
3020,1200580202037800962,bot#2,bot,gpt2
3021,1186087984841383937,human#10,human,human
3022,1213112814824386560,bot#10,bot,others
3023,1216162880023752705,bot#4,bot,gpt2
3024,1222938353169059840,human#6,human,human
3025,1225764923948634113,human#12,human,human
3026,1432875002878218248,bot#24,bot,gpt3
3027,1209773061366407169,bot#12,bot,rnn
3028,1229109899046440961,human#10,human,human
3029,1179332702501298177,bot#14,bot,gpt2
3030,1616901385940869120,human#1,human,human
3031,871055723530256384,human#4,human,human
3032,1405572213512839169,bot#24,bot,gpt3
3033,1352687663225028608,bot#24,bot,gpt3
3034,1655716696521416704,human#5,human,human
3035,1215003202619346951,human#6,human,human
3036,1177108036953001984,bot#4,bot,gpt2
3037,1224087381726253056,bot#12,bot,rnn
3038,1223486400005173248,human#7,human,human
3039,936897895789236224,bot#11,bot,others
3040,1229300087261556737,human#7,human,human
3041,1179695086646566912,bot#14,bot,gpt2
3042,1226250634258735104,bot#19,bot,others
3043,876053608701317120,bot#20,bot,rnn
3044,1221805101733441536,human#7,human,human
3045,1114078482252931072,human#5,human,human
3046,1656555236151164929,bot#23,bot,chatgpt
3047,1196778399840309250,bot#4,bot,gpt2
3048,1181788628382449664,bot#4,bot,gpt2
3049,1205208298703732736,human#13,human,human
3050,1007151158803042304,human#10,human,human
3051,1205062018362818567,bot#12,bot,rnn
3052,965998285319270402,human#4,human,human
3053,1141855538138865664,bot#12,bot,rnn
3054,885956730001207296,human#8,human,human
3055,1372942133573865474,bot#1,bot,gpt3
3056,1228777729496997888,human#7,human,human
3057,1261422257777172481,human#4,human,human
3058,1210316642296614912,bot#12,bot,rnn
3059,1633027559851200514,bot#23,bot,chatgpt
3060,1228469006312435712,bot#10,bot,others
3061,1227940556057317377,human#12,human,human
3062,1623230155932987394,human#1,human,human
3063,1188317099619471360,bot#4,bot,gpt2
3064,1063116373998649347,human#8,human,human
3065,1220243977028481024,bot#4,bot,gpt2
3066,943783246705209345,bot#11,bot,others
3067,1021774954117849090,human#10,human,human
3068,1170212386608824320,bot#12,bot,rnn
3069,1164678384535785472,bot#2,bot,gpt2
3070,1075439958037426176,human#10,human,human
3071,1222926956687003648,human#7,human,human
3072,1201050024387334144,bot#17,bot,gpt2
3073,947195732548771840,bot#11,bot,others
3074,1212433336049684480,bot#10,bot,others
3075,1576450980350087168,human#17,human,human
3076,1622069323056439296,human#1,human,human
3077,1222560451827060737,bot#19,bot,others
3078,1602382257871781903,human#1,human,human
3079,819404939613138944,human#4,human,human
3080,1201289908687499264,bot#10,bot,others
3081,1065441182040244224,bot#11,bot,others
3082,650071692723798016,human#8,human,human
3083,915031069774241792,human#4,human,human
3084,1182638730093436928,bot#4,bot,gpt2
3085,1496668318337433609,human#17,human,human
3086,1042294319678251008,human#10,human,human
3087,1193008834949681153,human#10,human,human
3088,922879522575405057,human#4,human,human
3089,1069969413238128640,human#10,human,human
3090,1183200684646158337,bot#4,bot,gpt2
3091,1203219880935186432,bot#12,bot,rnn
3092,1204465300797657088,bot#4,bot,gpt2
3093,1572637515018047489,human#17,human,human
3094,1228921936752922624,bot#4,bot,gpt2
3095,1219469686473216000,bot#13,bot,gpt2
3096,1171115516754313216,bot#14,bot,gpt2
3097,1186457142318030848,bot#14,bot,gpt2
3098,935057601103933441,human#8,human,human
3099,960242342472159238,human#3,human,human
3100,1185844101016502272,bot#4,bot,gpt2
3101,1441410467113562119,bot#24,bot,gpt3
3102,1499144013407875072,human#17,human,human
3103,1226039839159726080,bot#4,bot,gpt2
3104,1201401098571001857,human#12,human,human
3105,1229865775273373696,human#7,human,human
3106,1397714722510839811,bot#24,bot,gpt3
3107,1131278804385538048,human#4,human,human
3108,1225046222123171841,human#12,human,human
3109,1618039724488404993,human#1,human,human
3110,1158917965481299968,bot#12,bot,rnn
3111,1446490678733819908,bot#24,bot,gpt3
3112,887353336508403719,human#4,human,human
3113,1478322009654259713,human#17,human,human
3114,1134869754089418753,human#10,human,human
3115,1155613909434404864,bot#2,bot,gpt2
3116,920780147460067330,human#8,human,human
3117,1243536246988816384,human#11,human,human
3118,1274689689862189056,human#9,human,human
3119,941397524086005760,bot#11,bot,others
3120,1220328518288052225,human#12,human,human
3121,1540143351776677888,human#17,human,human
3122,1008030506145886208,human#10,human,human
3123,1197832127208771584,bot#10,bot,others
3124,1625671092411965446,bot#8,bot,gpt3
3125,1227065286139863040,human#10,human,human
3126,1228852042807967745,human#7,human,human
3127,1200643338405339137,bot#17,bot,gpt2
3128,1217229089594957829,human#7,human,human
3129,992109110287007744,human#4,human,human
3130,944266426935738368,bot#11,bot,others
3131,1204193006594805765,bot#4,bot,gpt2
3132,982827352026697728,human#4,human,human
3133,1564768991041597441,human#17,human,human
3134,1145419018745991168,bot#12,bot,rnn
3135,1374042086870282265,bot#1,bot,gpt3
3136,923760126305153024,human#4,human,human
3137,711830419927408640,human#4,human,human
3138,1176342779821117440,bot#12,bot,rnn
3139,1201053318329643008,bot#4,bot,gpt2
3140,1317154706418958337,bot#1,bot,gpt3
3141,1175696267600490496,bot#10,bot,others
3142,760248772828000256,human#4,human,human
3143,1221937071272517632,human#7,human,human
3144,1010020632283656192,human#3,human,human
3145,1347629999835123712,bot#24,bot,gpt3
3146,1222777535953612802,human#13,human,human
3147,1205799004086292480,human#4,human,human
3148,1204699631914905601,bot#12,bot,rnn
3149,1599254079393308674,human#1,human,human
3150,1223313599319248896,human#7,human,human
